cluster,depth,startdate,type,sequence,seqdep,phase
7,32.0,2010-03-14,E,E7,E7,3
3,14.0,2010-03-15,E,E3,E3,3
3,18.0,2010-03-16,E,E3,E3,0
11,414.6,2010-03-20,E,E11,E11DD,0
9,,2010-03-20,V,V9,V9,0
8,16.0,2010-03-25,E,E8,E8,1
3,42.0,2010-03-26,E,E3,E3,1
3,29.9,2010-03-28,E,E3,E3,1
10,34.0,2010-03-30,E,E10,E10,1
8,,2010-03-30,V,V8,V8,1
3,24.0,2010-04-02,E,E3,E3,2
0,9.99,2010-04-04,E,E0,E0,2
6,25.0,2010-04-05,E,E6,E6,2
10,31.0,2010-04-06,E,E10,E10,2
6,23.0,2010-04-07,E,E6,E6,2
9,,2010-04-08,V,V9,V9,2
11,273.2,2010-04-10,E,E11,E11D,3
11,21.0,2010-04-11,E,E11,E11,3
9,609.8,2010-04-11,E,E9,E9DD,3
7,,2010-04-11,V,V7,V7,3
8,17.0,2010-04-13,E,E8,E8,3
8,7.6,2010-04-14,E,E8,E8,3
11,53.0,2010-04-17,E,E11,E11,0
11,35.0,2010-04-21,E,E11,E11,0
3,32.0,2010-04-23,E,E3,E3,1
6,27.0,2010-04-24,E,E6,E6,1
8,22.0,2010-04-26,E,E8,E8,1
5,12.0,2010-04-30,E,E5,E5,1
5,14.9,2010-04-30,E,E5,E5,1
3,19.0,2010-05-03,E,E3,E3,2
7,84.0,2010-05-03,E,E7,E7D,2
1,,2010-05-03,V,V1,V1,2
10,27.0,2010-05-05,E,E10,E10,2
3,37.0,2010-05-06,E,E3,E3,2
10,38.0,2010-05-09,E,E10,E10,3
14,132.0,2010-05-19,E,E14,E14D,0
4,10.0,2010-05-19,E,E4,E4,0
4,10.0,2010-05-19,E,E4,E4,0
7,,2010-05-21,V,V7,V7,0
3,101.4,2010-05-23,E,E3,E3D,1
14,581.2,2010-05-24,E,E14,E14DD,1
9,10.0,2010-05-25,E,E9,E9,1
8,10.0,2010-05-26,E,E8,E8,1
11,,2010-05-26,V,V11,V11,1
11,31.0,2010-05-27,E,E11,E11,1
11,35.0,2010-05-27,E,E11,E11,1
1,,2010-05-27,V,V1,V1,1
5,,2010-05-30,V,V5,V5,1
10,112.0,2010-05-31,E,E10,E10D,2
6,20.0,2010-05-31,E,E6,E6,2
14,18.0,2010-06-01,E,E14,E14,2
7,,2010-06-06,V,V7,V7,2
11,12.0,2010-06-09,E,E11,E11,3
14,,2010-06-09,V,V14,V14,3
10,35.0,2010-06-12,E,E10,E10,3
6,18.0,2010-06-16,E,E6,E6,0
6,10.5,2010-06-16,E,E6,E6,0
6,13.0,2010-06-16,E,E6,E6,0
11,170.4,2010-06-17,E,E11,E11D,0
7,28.0,2010-06-18,E,E7,E7,0
11,40.0,2010-06-24,E,E11,E11,1
11,35.0,2010-06-26,E,E11,E11,1
0,20.0,2010-06-30,E,E0,E0,2
11,581.4,2010-06-30,E,E11,E11DD,2
7,,2010-06-30,V,V7,V7,2
11,29.0,2010-07-02,E,E11,E11,2
7,,2010-07-02,V,V7,V7,2
7,27.0,2010-07-04,E,E7,E7,2
1,13.0,2010-07-10,E,E1,E1,3
3,115.0,2010-07-12,E,E3,E3D,0
3,22.0,2010-07-14,E,E3,E3,0
11,28.0,2010-07-18,E,E11,E11,0
11,35.0,2010-07-18,E,E11,E11,0
5,14.0,2010-07-18,E,E5,E5,0
5,10.0,2010-07-18,E,E5,E5,0
11,24.0,2010-07-20,E,E11,E11,1
6,100.0,2010-07-21,E,E6,E6D,1
11,6.0,2010-07-22,E,E11,E11,1
6,578.0,2010-07-23,E,E6,E6DD,1
6,640.6,2010-07-23,E,E6,E6DD,1
6,607.1,2010-07-23,E,E6,E6DD,1
11,,2010-07-23,V,V11,V11,1
6,553.0,2010-07-24,E,E6,E6DD,1
6,618.0,2010-07-29,E,E6,E6DD,2
7,23.0,2010-07-30,E,E7,E7,2
6,41.0,2010-08-03,E,E6,E6,2
11,19.0,2010-08-04,E,E11,E11,2
11,220.0,2010-08-04,E,E11,E11D,2
11,44.0,2010-08-04,E,E11,E11,2
5,27.0,2010-08-04,E,E5,E5,2
7,27.8,2010-08-04,E,E7,E7,2
6,,2010-08-06,V,V6,V6,3
11,25.0,2010-08-10,E,E11,E11,3
11,,2010-08-10,V,V11,V11,3
14,206.7,2010-08-12,E,E14,E14D,0
1,16.0,2010-08-13,E,E1,E1,0
1,10.0,2010-08-14,E,E1,E1,0
1,13.0,2010-08-14,E,E1,E1,0
11,174.7,2010-08-15,E,E11,E11D,0
11,603.2,2010-08-16,E,E11,E11DD,0
2,9.8,2010-08-16,E,E2,E2,0
1,10.0,2010-08-18,E,E1,E1,0
11,19.0,2010-08-20,E,E11,E11,1
0,10.0,2010-08-24,E,E0,E0,1
14,,2010-08-25,V,V14,V14,1
9,,2010-08-25,V,V9,V9,1
10,,2010-08-27,V,V10,V10,2
11,12.0,2010-09-03,E,E11,E11,2
5,23.5,2010-09-03,E,E5,E5,2
11,69.0,2010-09-04,E,E11,E11,3
3,,2010-09-06,V,V3,V3,3
11,9.0,2010-09-07,E,E11,E11,3
11,10.0,2010-09-08,E,E11,E11,3
3,16.0,2010-09-09,E,E3,E3,0
13,220.1,2010-09-17,E,E13,E13D,1
10,,2010-09-17,V,V10,V10,1
6,30.0,2010-09-26,E,E6,E6,2
6,26.0,2010-09-29,E,E6,E6,2
6,10.0,2010-09-29,E,E6,E6,2
8,32.0,2010-10-04,E,E8,E8,3
5,19.0,2010-10-08,E,E5,E5,0
5,27.7,2010-10-08,E,E5,E5,0
6,120.0,2010-10-08,E,E6,E6D,0
2,,2010-10-14,V,V2,V2,0
0,13.0,2010-10-21,E,E0,E0,1
10,20.1,2010-10-25,E,E10,E10,2
10,26.0,2010-10-25,E,E10,E10,2
10,,2010-10-25,V,V10,V10,2
10,,2010-10-26,V,V10,V10,2
4,10.0,2010-10-30,E,E4,E4,2
11,18.0,2010-11-03,E,E11,E11,3
6,10.0,2010-11-03,E,E6,E6,3
6,,2010-11-06,V,V6,V6,3
2,10.0,2010-11-10,E,E2,E2,0
7,,2010-11-11,V,V7,V7,0
3,,2010-11-17,V,V3,V3,1
4,10.0,2010-11-21,E,E4,E4,1
14,,2010-11-22,V,V14,V14,1
11,68.0,2010-11-23,E,E11,E11,2
10,,2010-11-26,V,V10,V10,2
1,470.0,2010-11-30,E,E1,E1DD,2
11,15.2,2010-12-01,E,E11,E11,3
11,33.0,2010-12-02,E,E11,E11,3
3,29.4,2010-12-08,E,E3,E3,0
11,135.8,2010-12-13,E,E11,E11D,0
6,134.9,2010-12-15,E,E6,E6D,1
13,12.0,2010-12-20,E,E13,E13,1
1,14.0,2010-12-21,E,E1,E1,1
1,18.0,2010-12-22,E,E1,E1,2
7,18.0,2010-12-23,E,E7,E7,2
11,16.0,2010-12-25,E,E11,E11,2
11,13.0,2010-12-26,E,E11,E11,2
11,551.0,2010-12-28,E,E11,E11DD,2
11,16.0,2010-12-29,E,E11,E11,2
3,576.8,2011-01-01,E,E3,E3DD,3
3,24.0,2011-01-02,E,E3,E3,3
13,,2011-01-04,V,V13,V13,3
11,112.2,2011-01-05,E,E11,E11D,0
11,22.0,2011-01-09,E,E11,E11,0
11,18.0,2011-01-09,E,E11,E11,0
1,512.0,2011-01-12,E,E1,E1DD,0
11,9.0,2011-01-13,E,E11,E11,1
14,,2011-01-14,V,V14,V14,1
10,36.0,2011-01-17,E,E10,E10,1
13,68.0,2011-01-18,E,E13,E13,1
8,,2011-01-19,V,V8,V8,1
13,110.0,2011-01-24,E,E13,E13D,2
10,23.0,2011-01-26,E,E10,E10,2
13,10.0,2011-01-27,E,E13,E13,2
9,15.0,2011-01-29,E,E9,E9,3
11,76.0,2011-01-31,E,E11,E11D,3
11,10.0,2011-02-03,E,E11,E11,3
8,85.0,2011-02-04,E,E8,E8D,0
11,415.0,2011-02-07,E,E11,E11DD,0
6,523.2,2011-02-10,E,E6,E6DD,0
6,525.0,2011-02-10,E,E6,E6DD,0
3,26.0,2011-02-11,E,E3,E3,0
3,15.0,2011-02-11,E,E3,E3,0
11,85.0,2011-02-12,E,E11,E11D,1
3,16.0,2011-02-12,E,E3,E3,1
3,17.0,2011-02-13,E,E3,E3,1
3,21.0,2011-02-14,E,E3,E3,1
6,16.2,2011-02-15,E,E6,E6,1
3,,2011-02-17,V,V3,V3,1
7,33.0,2011-02-20,E,E7,E7,2
11,558.1,2011-02-21,E,E11,E11DD,2
11,5.9,2011-02-21,E,E11,E11,2
6,,2011-02-22,V,V6,V6,2
4,10.0,2011-03-01,E,E4,E4,3
3,118.0,2011-03-06,E,E3,E3D,0
3,87.7,2011-03-06,E,E3,E3D,0
11,22.0,2011-03-07,E,E11,E11,0
11,29.0,2011-03-09,E,E11,E11,0
7,15.0,2011-03-09,E,E7,E7,0
7,22.0,2011-03-09,E,E7,E7,0
7,32.0,2011-03-09,E,E7,E7,0
6,510.6,2011-03-10,E,E6,E6DD,0
7,28.4,2011-03-11,E,E7,E7,0
7,45.4,2011-03-11,E,E7,E7,0
7,49.2,2011-03-11,E,E7,E7,0
7,39.6,2011-03-11,E,E7,E7,0
7,41.0,2011-03-11,E,E7,E7,0
7,6.8,2011-03-11,E,E7,E7,0
7,17.0,2011-03-11,E,E7,E7,0
7,42.8,2011-03-11,E,E7,E7,0
7,37.3,2011-03-11,E,E7,E7,0
7,24.7,2011-03-11,E,E7,E7,0
7,26.5,2011-03-11,E,E7,E7,0
7,25.7,2011-03-11,E,E7,E7,0
7,23.7,2011-03-11,E,E7,E7,0
7,52.8,2011-03-11,E,E7,E7,0
7,9.3,2011-03-11,E,E7,E7,0
7,27.1,2011-03-11,E,E7,E7,0
7,39.5,2011-03-11,E,E7,E7,0
7,17.4,2011-03-11,E,E7,E7,0
7,27.6,2011-03-11,E,E7,E7,0
7,10.0,2011-03-11,E,E7,E7,0
7,35.9,2011-03-11,E,E7,E7,0
7,32.3,2011-03-11,E,E7,E7,0
7,29.0,2011-03-11,E,E7,E7,0
7,47.5,2011-03-11,E,E7,E7,0
7,50.7,2011-03-11,E,E7,E7,0
7,40.6,2011-03-11,E,E7,E7,0
7,42.7,2011-03-11,E,E7,E7,0
7,32.3,2011-03-11,E,E7,E7,0
7,2.8,2011-03-11,E,E7,E7,0
7,25.4,2011-03-11,E,E7,E7,0
7,40.1,2011-03-11,E,E7,E7,0
7,35.0,2011-03-11,E,E7,E7,0
7,42.6,2011-03-11,E,E7,E7,0
7,16.0,2011-03-11,E,E7,E7,0
7,49.3,2011-03-11,E,E7,E7,0
7,51.7,2011-03-11,E,E7,E7,0
7,56.3,2011-03-11,E,E7,E7,0
7,18.6,2011-03-11,E,E7,E7,0
7,40.6,2011-03-11,E,E7,E7,0
7,35.0,2011-03-11,E,E7,E7,0
7,11.7,2011-03-11,E,E7,E7,0
7,47.3,2011-03-11,E,E7,E7,0
6,,2011-03-11,V,V6,V6,0
7,38.0,2011-03-12,E,E7,E7,0
7,15.0,2011-03-12,E,E7,E7,0
7,20.0,2011-03-12,E,E7,E7,0
7,8.0,2011-03-13,E,E7,E7,1
7,14.0,2011-03-14,E,E7,E7,1
7,28.0,2011-03-15,E,E7,E7,1
7,9.0,2011-03-15,E,E7,E7,1
7,19.8,2011-03-15,E,E7,E7,1
11,17.0,2011-03-17,E,E11,E11,1
7,29.0,2011-03-17,E,E7,E7,1
8,35.0,2011-03-20,E,E8,E8,1
7,11.0,2011-03-22,E,E7,E7,2
7,31.0,2011-03-22,E,E7,E7,2
7,7.3,2011-03-22,E,E7,E7,2
8,8.0,2011-03-24,E,E8,E8,2
7,39.0,2011-03-25,E,E7,E7,2
11,10.0,2011-03-26,E,E11,E11,2
7,19.0,2011-03-27,E,E7,E7,2
7,15.0,2011-03-29,E,E7,E7,3
11,,2011-03-29,V,V11,V11,3
7,,2011-03-30,V,V7,V7,3
11,15.5,2011-03-31,E,E11,E11,3
7,42.0,2011-03-31,E,E7,E7,3
7,41.0,2011-04-01,E,E7,E7,3
9,59.9,2011-04-01,E,E9,E9,3
10,14.0,2011-04-03,E,E10,E10,3
11,551.7,2011-04-03,E,E11,E11DD,3
10,25.3,2011-04-06,E,E10,E10,0
5,,2011-04-06,V,V5,V5,0
0,166.2,2011-04-07,E,E0,E0D,0
7,42.0,2011-04-07,E,E7,E7,0
8,17.3,2011-04-09,E,E8,E8,0
7,15.0,2011-04-11,E,E7,E7,0
7,11.0,2011-04-11,E,E7,E7,0
7,11.0,2011-04-12,E,E7,E7,1
7,22.0,2011-04-13,E,E7,E7,1
11,86.0,2011-04-18,E,E11,E11D,1
7,43.0,2011-04-21,E,E7,E7,2
11,79.0,2011-04-23,E,E11,E11D,2
7,31.0,2011-04-23,E,E7,E7,2
1,,2011-04-23,V,V1,V1,2
6,8.0,2011-04-24,E,E6,E6,2
14,8.0,2011-04-30,E,E14,E14,3
7,11.0,2011-05-05,E,E7,E7,0
11,9.0,2011-05-09,E,E11,E11,0
11,11.0,2011-05-10,E,E11,E11,0
14,72.8,2011-05-13,E,E14,E14D,1
7,35.0,2011-05-13,E,E7,E7,1
13,207.3,2011-05-14,E,E13,E13D,1
14,,2011-05-14,V,V14,V14,1
11,40.0,2011-05-15,E,E11,E11,1
14,10.0,2011-05-15,E,E14,E14,1
8,,2011-05-15,V,V8,V8,1
9,,2011-05-21,V,V9,V9,2
3,21.0,2011-06-01,E,E3,E3,3
7,14.0,2011-06-03,E,E7,E7,0
11,,2011-06-04,V,V11,V11,0
3,,2011-06-04,V,V3,V3,0
11,3.0,2011-06-05,E,E11,E11,0
11,6.1,2011-06-13,E,E11,E11,1
6,61.1,2011-06-13,E,E6,E6,1
13,,2011-06-13,V,V13,V13,1
11,16.0,2011-06-16,E,E11,E11,1
3,128.0,2011-06-20,E,E3,E3D,2
11,14.0,2011-06-21,E,E11,E11,2
7,33.0,2011-06-22,E,E7,E7,2
2,,2011-06-22,V,V2,V2,2
5,52.0,2011-06-24,E,E5,E5,2
6,17.0,2011-06-26,E,E6,E6,3
6,,2011-06-26,V,V6,V6,3
6,,2011-07-03,V,V6,V6,0
11,17.0,2011-07-06,E,E11,E11,0
11,14.0,2011-07-09,E,E11,E11,0
7,23.0,2011-07-10,E,E7,E7,1
11,11.0,2011-07-11,E,E11,E11,1
6,19.0,2011-07-11,E,E6,E6,1
3,10.0,2011-07-15,E,E3,E3,1
3,20.0,2011-07-16,E,E3,E3,1
5,36.0,2011-07-16,E,E5,E5,1
13,20.0,2011-07-19,E,E13,E13,2
11,21.0,2011-07-20,E,E11,E11,2
5,,2011-07-20,V,V5,V5,2
11,612.1,2011-07-22,E,E11,E11DD,2
7,41.0,2011-07-23,E,E7,E7,2
7,35.0,2011-07-24,E,E7,E7,2
11,10.0,2011-07-25,E,E11,E11,2
0,12.0,2011-07-26,E,E0,E0,3
14,10.0,2011-07-27,E,E14,E14,3
11,523.0,2011-07-29,E,E11,E11DD,3
7,30.0,2011-07-30,E,E7,E7,3
11,10.0,2011-07-31,E,E11,E11,0
11,10.0,2011-07-31,E,E11,E11,0
10,,2011-07-31,V,V10,V10,0
10,,2011-08-03,V,V10,V10,0
7,36.0,2011-08-04,E,E7,E7,0
9,10.0,2011-08-10,E,E9,E9,1
14,,2011-08-15,V,V14,V14,1
6,35.0,2011-08-16,E,E6,E6,2
7,9.0,2011-08-17,E,E7,E7,2
11,407.9,2011-08-19,E,E11,E11DD,2
7,47.0,2011-08-19,E,E7,E7,2
11,32.0,2011-08-20,E,E11,E11,2
11,35.0,2011-08-20,E,E11,E11,2
11,28.0,2011-08-20,E,E11,E11,2
14,,2011-08-21,V,V14,V14,2
10,29.0,2011-08-22,E,E10,E10,2
7,12.0,2011-08-22,E,E7,E7,2
11,13.0,2011-08-24,E,E11,E11,3
14,147.0,2011-08-24,E,E14,E14D,3
6,469.8,2011-08-30,E,E6,E6DD,0
11,39.0,2011-09-01,E,E11,E11,0
3,578.9,2011-09-02,E,E3,E3DD,0
5,32.0,2011-09-02,E,E5,E5,0
11,185.1,2011-09-03,E,E11,E11D,0
3,84.0,2011-09-03,E,E3,E3D,0
10,91.0,2011-09-05,E,E10,E10D,0
11,37.0,2011-09-05,E,E11,E11,0
5,22.0,2011-09-09,E,E5,E5,1
11,14.0,2011-09-12,E,E11,E11,1
5,15.0,2011-09-14,E,E5,E5,1
11,10.0,2011-09-15,E,E11,E11,2
11,644.6,2011-09-15,E,E11,E11DD,2
7,28.0,2011-09-15,E,E7,E7,2
7,35.0,2011-09-16,E,E7,E7,2
7,18.0,2011-09-16,E,E7,E7,2
11,,2011-09-17,V,V11,V11,2
13,50.0,2011-09-18,E,E13,E13,2
11,10.0,2011-09-22,E,E11,E11,2
3,15.0,2011-10-06,E,E3,E3,1
11,36.0,2011-10-07,E,E11,E11,1
9,,2011-10-10,V,V9,V9,1
6,39.0,2011-10-13,E,E6,E6,1
11,37.0,2011-10-14,E,E11,E11,2
7,12.0,2011-10-14,E,E7,E7,2
11,26.0,2011-10-18,E,E11,E11,2
11,33.0,2011-10-21,E,E11,E11,2
7,187.0,2011-10-21,E,E7,E7D,2
13,16.0,2011-10-23,E,E13,E13,3
13,5.0,2011-10-23,E,E13,E13,3
3,,2011-10-26,V,V3,V3,3
11,602.9,2011-10-27,E,E11,E11DD,0
3,24.0,2011-10-28,E,E3,E3,0
0,10.0,2011-11-01,E,E0,E0,0
4,10.0,2011-11-02,E,E4,E4,0
9,,2011-11-06,V,V9,V9,1
14,177.0,2011-11-07,E,E14,E14D,1
8,224.9,2011-11-08,E,E8,E8D,1
4,10.0,2011-11-11,E,E4,E4,1
6,17.0,2011-11-14,E,E6,E6,2
14,26.6,2011-11-17,E,E14,E14,2
3,549.9,2011-11-22,E,E3,E3DD,3
7,34.0,2011-11-23,E,E7,E7,3
7,38.0,2011-11-24,E,E7,E7,3
11,25.0,2011-11-28,E,E11,E11,0
9,10.0,2011-11-29,E,E9,E9,0
8,9.0,2011-11-30,E,E8,E8,0
6,,2011-12-05,V,V6,V6,1
3,20.0,2011-12-07,E,E3,E3,1
0,54.2,2011-12-11,E,E0,E0,1
3,116.0,2011-12-11,E,E3,E3D,1
6,161.0,2011-12-13,E,E6,E6D,2
11,140.9,2011-12-14,E,E11,E11D,2
11,32.0,2011-12-15,E,E11,E11,2
13,,2011-12-18,V,V13,V13,2
11,90.0,2011-12-26,E,E11,E11D,0
13,15.0,2011-12-27,E,E13,E13,0
7,365.3,2012-01-01,E,E7,E7DD,0
6,,2012-01-02,V,V6,V6,1
11,28.0,2012-01-09,E,E11,E11,1
10,19.0,2012-01-10,E,E10,E10,2
14,,2012-01-12,V,V14,V14,2
3,10.0,2012-01-15,E,E3,E3,2
3,8.0,2012-01-15,E,E3,E3,2
0,45.0,2012-01-21,E,E0,E0,3
3,13.0,2012-01-22,E,E3,E3,3
3,20.0,2012-01-23,E,E3,E3,3
11,580.3,2012-01-24,E,E11,E11DD,0
3,43.0,2012-01-30,E,E3,E3,0
11,,2012-02-01,V,V11,V11,1
11,23.0,2012-02-02,E,E11,E11,1
11,8.0,2012-02-03,E,E11,E11,1
11,8.0,2012-02-05,E,E11,E11,1
11,145.0,2012-02-05,E,E11,E11D,1
6,11.0,2012-02-06,E,E6,E6,1
6,9.0,2012-02-06,E,E6,E6,1
11,582.3,2012-02-10,E,E11,E11DD,2
1,,2012-02-10,V,V1,V1,2
11,51.0,2012-02-14,E,E11,E11,2
5,,2012-02-18,V,V5,V5,3
14,,2012-02-19,V,V14,V14,3
14,,2012-02-22,V,V14,V14,0
11,10.0,2012-02-26,E,E11,E11,0
13,12.0,2012-02-26,E,E13,E13,0
10,,2012-03-01,V,V10,V10,1
11,14.0,2012-03-03,E,E11,E11,1
3,553.9,2012-03-05,E,E3,E3DD,1
11,16.0,2012-03-09,E,E11,E11,2
11,28.0,2012-03-14,E,E11,E11,2
7,12.0,2012-03-14,E,E7,E7,2
7,10.0,2012-03-14,E,E7,E7,2
7,10.0,2012-03-14,E,E7,E7,2
0,20.0,2012-03-20,E,E0,E0,3
6,66.0,2012-03-20,E,E6,E6,3
11,118.0,2012-03-21,E,E11,E11D,3
3,40.7,2012-03-25,E,E3,E3,0
0,10.0,2012-03-26,E,E0,E0,0
7,15.0,2012-03-27,E,E7,E7,0
0,9.0,2012-04-02,E,E0,E0,1
11,108.5,2012-04-06,E,E11,E11D,1
0,20.0,2012-04-11,E,E0,E0,2
10,20.0,2012-04-11,E,E10,E10,2
10,10.0,2012-04-11,E,E10,E10,2
10,25.1,2012-04-11,E,E10,E10,2
5,8.0,2012-04-11,E,E5,E5,2
0,13.0,2012-04-12,E,E0,E0,2
0,9.0,2012-04-12,E,E0,E0,2
11,11.0,2012-04-14,E,E11,E11,2
3,15.0,2012-04-14,E,E3,E3,2
10,25.0,2012-04-15,E,E10,E10,2
11,198.0,2012-04-17,E,E11,E11D,3
3,29.0,2012-04-17,E,E3,E3,3
3,12.0,2012-04-17,E,E3,E3,3
6,17.4,2012-04-21,E,E6,E6,3
6,16.0,2012-04-21,E,E6,E6,3
11,114.0,2012-04-23,E,E11,E11D,0
11,134.7,2012-04-28,E,E11,E11D,0
14,14.0,2012-05-01,E,E14,E14,1
11,,2012-05-03,V,V11,V11,1
11,,2012-05-07,V,V11,V11,1
6,,2012-05-08,V,V6,V6,2
14,,2012-05-13,V,V14,V14,2
3,105.9,2012-05-14,E,E3,E3D,2
6,,2012-05-14,V,V6,V6,2
3,10.0,2012-05-18,E,E3,E3,3
7,11.0,2012-05-20,E,E7,E7,3
9,6.3,2012-05-20,E,E9,E9,3
11,10.0,2012-05-23,E,E11,E11,0
7,46.0,2012-05-23,E,E7,E7,0
9,10.0,2012-05-24,E,E9,E9,0
1,487.4,2012-05-26,E,E1,E1DD,0
3,586.9,2012-05-28,E,E3,E3DD,0
3,527.0,2012-06-02,E,E3,E3DD,1
14,7.0,2012-06-04,E,E14,E14,1
14,7.0,2012-06-04,E,E14,E14,1
7,15.0,2012-06-05,E,E7,E7,1
3,8.0,2012-06-07,E,E3,E3,2
3,110.0,2012-06-07,E,E3,E3D,2
9,35.0,2012-06-10,E,E9,E9,2
7,36.0,2012-06-17,E,E7,E7,3
7,14.0,2012-06-19,E,E7,E7,3
10,95.0,2012-06-23,E,E10,E10D,0
7,10.0,2012-06-24,E,E7,E7,0
13,18.0,2012-06-29,E,E13,E13,1
3,,2012-06-30,V,V3,V3,1
11,229.8,2012-07-03,E,E11,E11D,1
11,160.1,2012-07-06,E,E11,E11D,2
7,20.0,2012-07-08,E,E7,E7,2
11,,2012-07-17,V,V11,V11,3
11,536.9,2012-07-18,E,E11,E11DD,3
7,19.0,2012-07-20,E,E7,E7,0
10,22.0,2012-07-25,E,E10,E10,0
11,20.0,2012-07-25,E,E11,E11,0
2,20.0,2012-07-26,E,E2,E2,0
11,41.0,2012-07-28,E,E11,E11,1
11,46.0,2012-08-02,E,E11,E11,1
14,144.6,2012-08-02,E,E14,E14D,1
11,,2012-08-03,V,V11,V11,1
11,,2012-08-06,V,V11,V11,2
11,,2012-08-07,V,V11,V11,2
6,,2012-08-08,V,V6,V6,2
5,13.0,2012-08-10,E,E5,E5,2
13,11.0,2012-08-11,E,E13,E13,2
13,12.0,2012-08-11,E,E13,E13,2
13,13.0,2012-08-12,E,E13,E13,2
7,583.2,2012-08-14,E,E7,E7DD,3
7,,2012-08-16,V,V7,V7,3
6,10.0,2012-08-18,E,E6,E6,0
11,73.0,2012-08-19,E,E11,E11D,0
6,91.1,2012-08-26,E,E6,E6D,1
14,28.0,2012-08-27,E,E14,E14,1
9,14.0,2012-08-30,E,E9,E9,1
6,28.0,2012-08-31,E,E6,E6,1
7,,2012-09-01,V,V7,V7,1
6,14.0,2012-09-03,E,E6,E6,2
11,27.0,2012-09-05,E,E11,E11,2
14,35.0,2012-09-05,E,E14,E14,2
2,,2012-09-05,V,V2,V2,2
6,21.0,2012-09-08,E,E6,E6,2
14,,2012-09-08,V,V14,V14,2
7,31.0,2012-09-09,E,E7,E7,2
10,19.0,2012-09-14,E,E10,E10,3
6,,2012-09-15,V,V6,V6,3
6,,2012-09-15,V,V6,V6,3
0,10.0,2012-09-25,E,E0,E0,1
5,16.0,2012-09-26,E,E5,E5,1
10,,2012-09-26,V,V10,V10,1
11,10.0,2012-09-27,E,E11,E11,1
14,170.0,2012-09-30,E,E14,E14D,1
7,15.0,2012-10-01,E,E7,E7,1
7,,2012-10-05,V,V7,V7,2
0,14.0,2012-10-08,E,E0,E0,2
6,10.0,2012-10-08,E,E6,E6,2
11,10.0,2012-10-09,E,E11,E11,2
6,13.0,2012-10-12,E,E6,E6,3
6,326.0,2012-10-17,E,E6,E6DD,0
11,36.0,2012-10-20,E,E11,E11,0
1,436.0,2012-10-23,E,E1,E1DD,0
14,17.0,2012-10-24,E,E14,E14,1
6,,2012-10-27,V,V6,V6,1
5,9.0,2012-10-28,E,E5,E5,1
5,0.0,2012-10-28,E,E5,E5,1
5,14.0,2012-10-28,E,E5,E5,1
5,5.0,2012-10-28,E,E5,E5,1
5,9.0,2012-10-30,E,E5,E5,1
5,0.0,2012-10-30,E,E5,E5,1
1,,2012-10-30,V,V1,V1,1
6,37.0,2012-11-02,E,E6,E6,2
11,,2012-11-06,V,V11,V11,2
14,24.0,2012-11-07,E,E14,E14,2
5,13.7,2012-11-08,E,E5,E5,2
14,129.0,2012-11-10,E,E14,E14D,3
14,20.0,2012-11-11,E,E14,E14,3
8,13.7,2012-11-11,E,E8,E8,3
7,,2012-11-11,V,V7,V7,3
5,10.93,2012-11-12,E,E5,E5,3
3,9.0,2012-11-13,E,E3,E3,3
3,63.0,2012-11-14,E,E3,E3,0
0,53.0,2012-11-15,E,E0,E0,0
7,29.0,2012-11-16,E,E7,E7,0
11,13.0,2012-11-19,E,E11,E11,0
11,,2012-11-21,V,V11,V11,0
3,516.6,2012-11-22,E,E3,E3DD,1
7,,2012-11-27,V,V7,V7,1
11,,2012-11-28,V,V11,V11,1
11,247.5,2012-11-29,E,E11,E11D,1
11,32.0,2012-12-02,E,E11,E11,2
11,167.5,2012-12-07,E,E11,E11D,2
7,32.0,2012-12-07,E,E7,E7,2
7,31.0,2012-12-07,E,E7,E7,2
6,155.0,2012-12-10,E,E6,E6D,3
6,29.7,2012-12-11,E,E6,E6,3
0,11.3,2012-12-14,E,E0,E0,0
0,11.0,2012-12-14,E,E0,E0,0
11,52.0,2012-12-15,E,E11,E11,0
5,26.0,2012-12-15,E,E5,E5,0
6,18.5,2012-12-17,E,E6,E6,0
11,234.6,2012-12-21,E,E11,E11D,0
11,188.0,2012-12-21,E,E11,E11D,0
3,,2012-12-22,V,V3,V3,1
10,28.6,2012-12-25,E,E10,E10,1
14,,2012-12-26,V,V14,V14,1
11,10.1,2012-12-29,E,E11,E11,1
5,10.0,2013-01-05,E,E5,E5,2
0,,2013-01-06,V,V0,V0,2
4,10.0,2013-01-15,E,E4,E4,0
11,,2013-01-19,V,V11,V11,0
10,11.6,2013-01-21,E,E10,E10,1
13,15.0,2013-01-28,E,E13,E13,2
11,,2013-01-29,V,V11,V11,2
11,11.0,2013-01-30,E,E11,E11,2
3,45.0,2013-01-30,E,E3,E3,2
11,9.2,2013-01-31,E,E11,E11,2
11,15.0,2013-02-01,E,E11,E11,2
11,10.0,2013-02-01,E,E11,E11,2
11,10.0,2013-02-01,E,E11,E11,2
11,3.2,2013-02-02,E,E11,E11,2
7,107.0,2013-02-02,E,E7,E7D,2
11,14.0,2013-02-06,E,E11,E11,3
11,10.1,2013-02-06,E,E11,E11,3
11,9.8,2013-02-06,E,E11,E11,3
11,10.0,2013-02-06,E,E11,E11,3
11,28.7,2013-02-06,E,E11,E11,3
11,10.14,2013-02-06,E,E11,E11,3
11,12.6,2013-02-06,E,E11,E11,3
