Latitude,Longitude,VEI,cluster,depth,mag,startdate,type,sequence,scale
-20.535,-173.994,,11,33.0,6.5,1975-09-24,E,E11,
-11.96,-14.486,,3,33.0,6.1,1975-09-24,E,E3,
-0.477,124.698,,6,23.0,6.1,1975-09-29,E,E6,
-4.931,102.197,,10,33.0,6.0,1975-09-30,E,E10,
-4.83,102.095,,10,33.0,6.0,1975-10-01,E,E10,
-4.882,102.198,,10,33.0,7.0,1975-10-01,E,E10,
32.884,131.104,1,8,,,1975-10-01,V,V8,
30.484,140.303,2,7,,,1975-10-02,V,V7,
30.413,66.35,,13,33.0,6.4,1975-10-03,E,E13,
30.251,66.315,,13,11.0,6.7,1975-10-03,E,E13,
-22.126,126.721,,6,33.0,6.0,1975-10-03,E,E6,
-12.519,166.499,,11,54.0,7.0,1975-10-06,E,E11,
0.898,-26.772,,14,33.0,6.7,1975-10-07,E,E14,
-15.444,167.548,,11,123.0,6.0,1975-10-10,E,E11,
-24.041,-175.375,,11,33.0,6.1,1975-10-11,E,E11,
-24.894,-175.119,,11,9.0,7.8,1975-10-11,E,E11,
-7.473,128.726,,6,109.0,6.3,1975-10-17,E,E6,
-39.28,175.57,1,11,,,1975-10-17,V,V11,
70.843,53.69,,13,0.0,6.7,1975-10-18,E,E13,
-16.256,-177.43,,11,33.0,6.5,1975-10-20,E,E11,
73.351,55.078,,13,0.0,6.5,1975-10-21,E,E13,
11.707,121.75,,6,33.0,6.1,1975-10-21,E,E6,
11.661,121.646,,6,33.0,6.3,1975-10-21,E,E6,
6.578,126.834,,6,50.0,6.1,1975-10-26,E,E6,
-22.862,-70.508,,3,38.0,6.3,1975-10-28,E,E3,
12.54,125.993,,6,50.0,7.2,1975-10-31,E,E6,
13.843,144.754,,1,113.0,6.1,1975-11-01,E,E1,
1.358,124.792,2,6,,,1975-11-01,V,V6,
-21.244,55.708,1,2,,,1975-11-04,V,V2,
12.549,126.073,,6,11.0,6.1,1975-11-06,E,E6,
12.946,125.91,,6,11.0,6.1,1975-11-15,E,E6,
-9.151,156.7,,11,33.0,6.1,1975-11-25,E,E11,
-57.76,-25.339,,3,51.0,6.2,1975-11-29,E,E3,
19.339,-155.0043,,5,9.15,7.2,1975-11-29,E,E5,
19.421,-155.287,0,5,,,1975-11-29,V,V5,
52.599,-167.184,,5,24.0,6.3,1975-11-30,E,E5,
-14.789,-173.003,,11,33.0,6.2,1975-12-09,E,E11,
-11.556,-74.552,,3,98.0,6.0,1975-12-11,E,E3,
19.514,-103.62,2,0,,,1975-12-11,V,V0,
5.283,95.906,,10,17.0,6.2,1975-12-17,E,E10,
-11.754,164.804,,11,33.0,6.0,1975-12-19,E,E11,
65.75,-16.25,0,9,,,1975-12-20,V,V9,
61.16,-150.17,,5,170.0,6.6,1975-12-21,E,E5,
51.94,151.577,,7,554.0,6.0,1975-12-21,E,E7,
-4.084,142.04,,6,115.0,6.6,1975-12-25,E,E6,
-16.265,-172.467,,11,33.0,7.8,1975-12-26,E,E11,
-56.772,-68.478,,3,14.0,6.5,1975-12-29,E,E3,
-28.611,-177.638,,11,59.0,6.2,1976-01-01,E,E11,
24.751,141.289,1,1,,,1976-01-01,V,V1,
54.756,-163.97,2,5,,,1976-01-01,V,V5,
45.95,-130.0,0,5,,,1976-01-01,V,V5,
-5.358,147.12,1,11,,,1976-01-02,V,V11,
-0.077,-77.656,2,14,,,1976-01-04,V,V14,
-13.288,-74.899,,3,95.0,6.0,1976-01-05,E,E3,
51.601,159.329,,7,33.0,6.0,1976-01-06,E,E7,
-15.759,167.868,,11,168.0,6.1,1976-01-09,E,E11,
66.157,-16.582,,9,33.0,6.4,1976-01-13,E,E9,
-28.663,-176.854,,11,31.0,6.3,1976-01-14,E,E11,
-29.208,-177.886,,11,69.0,6.3,1976-01-14,E,E11,
-28.427,-177.657,,11,33.0,8.0,1976-01-14,E,E11,
-30.151,-177.243,,11,33.0,6.1,1976-01-15,E,E11,
-30.376,-176.823,,11,33.0,6.2,1976-01-15,E,E11,
-14.27,167.5,2,11,,,1976-01-15,V,V11,
44.915,149.123,,7,41.0,7.0,1976-01-21,E,E7,
59.363,-153.43,4,5,,,1976-01-22,V,V5,
-7.478,119.905,,6,614.0,6.4,1976-01-23,E,E6,
-28.635,-177.593,,11,78.0,6.2,1976-01-24,E,E11,
-29.339,-176.461,,11,30.0,6.0,1976-01-26,E,E11,
54.504,161.892,,7,33.0,6.0,1976-02-03,E,E7,
15.324,-89.101,,14,5.0,7.5,1976-02-04,E,E14,
-5.98,146.307,,11,37.0,6.0,1976-02-06,E,E11,
-57.414,-64.415,,3,40.0,6.0,1976-02-14,E,E3,
-28.385,-176.791,,11,54.0,6.2,1976-02-15,E,E11,
13.0,125.788,,6,33.0,6.1,1976-02-15,E,E6,
-3.356,145.235,,11,22.0,6.0,1976-02-22,E,E11,
51.471,-130.442,,5,16.0,6.0,1976-02-23,E,E5,
-39.999,-74.727,,3,9.0,6.0,1976-02-28,E,E3,
36.618,138.528,1,7,,,1976-03-02,V,V7,
-8.232,121.438,,6,30.0,6.0,1976-03-03,E,E6,
-14.744,167.104,,11,90.0,6.4,1976-03-04,E,E11,
-39.28,175.57,1,11,,,1976-03-06,V,V11,
-10.729,165.019,,11,47.0,6.1,1976-03-08,E,E11,
12.702,-87.004,1,14,,,1976-03-09,V,V14,
-6.256,154.716,,11,50.0,6.1,1976-03-13,E,E11,
-29.887,-177.873,,11,33.0,6.8,1976-03-24,E,E11,
55.972,160.595,2,7,,,1976-03-25,V,V7,
3.929,-85.88,,14,33.0,6.5,1976-03-29,E,E14,
30.443,130.217,2,8,,,1976-04-02,V,V8,
-3.873,152.092,,11,21.0,6.4,1976-04-06,E,E11,
40.167,63.806,,13,33.0,6.2,1976-04-08,E,E13,
40.311,63.773,,13,33.0,7.0,1976-04-08,E,E13,
0.782,-79.804,,14,9.0,6.7,1976-04-09,E,E14,
-6.428,154.827,,11,54.0,6.0,1976-04-10,E,E11,
-51.905,139.471,,11,33.0,6.2,1976-04-14,E,E11,
28.714,52.128,,13,24.0,6.0,1976-04-22,E,E13,
-28.197,-176.877,,11,62.0,6.1,1976-04-29,E,E11,
-16.507,168.346,1,11,,,1976-05-01,V,V11,
-44.642,167.573,,11,19.0,6.6,1976-05-04,E,E11,
-29.934,-177.837,,11,35.0,6.8,1976-05-05,E,E11,
46.356,13.275,,9,9.0,6.5,1976-05-06,E,E9,
-51.603,139.683,,11,33.0,6.6,1976-05-11,E,E11,
-51.506,139.678,,11,33.0,6.1,1976-05-11,E,E11,
37.56,20.352,,9,33.0,6.4,1976-05-11,E,E9,
-11.637,-74.478,,3,33.0,6.6,1976-05-15,E,E3,
40.381,63.472,,13,10.0,7.0,1976-05-17,E,E13,
-59.949,154.077,,11,33.0,6.2,1976-05-18,E,E11,
24.531,98.71,,8,10.0,7.0,1976-05-29,E,E8,
24.57,98.953,,8,8.0,6.9,1976-05-29,E,E8,
-41.637,-75.411,,3,28.0,6.0,1976-05-30,E,E3,
24.343,98.642,,8,14.0,6.2,1976-05-31,E,E8,
-5.201,153.442,,11,88.0,6.2,1976-06-03,E,E11,
-10.086,161.012,,11,61.0,6.2,1976-06-05,E,E11,
17.403,-100.635,,0,45.0,6.4,1976-06-07,E,E0,
14.087,124.829,,8,33.0,6.4,1976-06-07,E,E8,
-8.119,114.056,2,6,,,1976-06-07,V,V6,
0.543,134.794,,6,33.0,6.3,1976-06-15,E,E6,
46.162,12.864,,9,24.0,6.1,1976-06-17,E,E9,
-18.02,65.414,,2,33.0,6.1,1976-06-19,E,E2,
3.397,96.318,,10,33.0,7.0,1976-06-20,E,E10,
10.2,-84.233,2,14,,,1976-06-21,V,V14,
-4.603,140.091,,6,33.0,7.1,1976-06-25,E,E6,
3.665,126.75,,6,33.0,6.5,1976-06-26,E,E6,
-33.816,-177.834,,11,48.0,6.1,1976-06-29,E,E11,
16.044,-61.664,2,14,,,1976-07-08,V,V14,
7.409,-78.127,,14,3.0,7.0,1976-07-11,E,E14,
7.337,-78.47,,14,22.0,6.7,1976-07-11,E,E14,
-8.17,114.888,,6,40.0,6.5,1976-07-14,E,E6,
-4.157,152.755,,11,53.0,6.6,1976-07-17,E,E11,
24.782,98.698,,8,9.0,6.3,1976-07-21,E,E8,
-21.907,-113.332,,4,33.0,6.2,1976-07-26,E,E4,
4.956,118.308,,6,33.0,6.2,1976-07-26,E,E6,
39.57,117.978,,8,23.0,7.9,1976-07-27,E,E8,
-20.196,170.004,,11,5.0,6.0,1976-07-28,E,E11,
39.295,72.79,,13,50.0,6.1,1976-07-28,E,E13,
43.172,45.603,,13,21.0,6.1,1976-07-28,E,E13,
39.664,118.401,,8,26.0,7.4,1976-07-28,E,E8,
-30.322,-177.964,,11,20.0,6.2,1976-07-31,E,E11,
-20.609,169.274,,11,52.0,6.9,1976-08-02,E,E11,
26.68,97.07,,8,27.0,6.4,1976-08-12,E,E8,
6.262,124.023,,6,33.0,7.9,1976-08-16,E,E6,
32.753,104.157,,8,16.0,6.9,1976-08-16,E,E8,
10.063,125.866,,6,34.0,6.0,1976-08-17,E,E6,
7.249,122.939,,6,22.0,6.8,1976-08-17,E,E6,
-6.722,129.568,,6,120.0,6.0,1976-08-21,E,E6,
32.571,104.249,,8,33.0,6.4,1976-08-21,E,E8,
59.98,-153.12,,5,145.0,6.7,1976-08-22,E,E5,
32.492,104.181,,8,33.0,6.7,1976-08-23,E,E8,
-39.157,175.632,1,11,,,1976-08-23,V,V11,
-9.02,157.95,1,11,,,1976-08-24,V,V11,
12.702,-87.004,1,14,,,1976-08-29,V,V14,
14.002,120.993,2,8,,,1976-09-03,V,V8,
-39.28,175.57,1,11,,,1976-09-12,V,V11,
46.302,13.197,,9,10.0,6.0,1976-09-15,E,E9,
2.78,125.4,2,6,,,1976-09-15,V,V6,
44.88,149.225,,7,64.0,6.1,1976-09-22,E,E7,
48.092,153.2,2,7,,,1976-09-23,V,V7,
6.922,124.069,,6,41.0,6.0,1976-09-29,E,E6,
-30.239,-177.876,,11,32.0,6.5,1976-09-30,E,E11,
-6.426,153.002,,11,22.0,6.3,1976-10-05,E,E11,
-10.453,161.295,,11,106.0,6.0,1976-10-12,E,E11,
54.134,-165.986,2,5,,,1976-10-15,V,V5,
-4.517,139.918,,6,33.0,7.1,1976-10-29,E,E6,
-29.349,77.659,,2,33.0,6.5,1976-11-02,E,E2,
-21.244,55.708,1,2,,,1976-11-02,V,V2,
12.602,-86.845,1,14,,,1976-11-03,V,V14,
27.605,101.052,,8,33.0,6.5,1976-11-06,E,E8,
33.802,59.155,,13,13.0,6.2,1976-11-07,E,E13,
8.478,126.375,,6,60.0,6.8,1976-11-07,E,E6,
38.09,142.241,,7,38.0,6.0,1976-11-08,E,E7,
39.444,117.688,,8,15.0,6.3,1976-11-15,E,E8,
-41.636,80.209,,2,33.0,6.2,1976-11-16,E,E2,
-8.818,156.941,,11,33.0,6.5,1976-11-18,E,E11,
-4.17,135.141,,6,33.0,6.3,1976-11-18,E,E6,
-38.519,78.569,,2,33.0,6.0,1976-11-22,E,E2,
7.029,123.579,,6,60.0,6.0,1976-11-22,E,E6,
39.121,44.029,,13,36.0,7.3,1976-11-24,E,E13,
-19.498,-177.705,,11,442.0,6.0,1976-11-25,E,E11,
41.289,-125.709,,0,15.0,6.8,1976-11-26,E,E0,
36.507,71.042,,13,190.0,6.1,1976-11-27,E,E13,
-20.52,-68.919,,3,82.0,6.5,1976-11-30,E,E3,
13.434,-88.269,1,14,,,1976-12-02,V,V14,
28.294,130.698,,8,41.0,6.3,1976-12-14,E,E8,
-37.52,177.18,3,11,,,1976-12-18,V,V11,
48.802,-129.292,,5,10.0,6.7,1976-12-20,E,E5,
-1.408,29.2,1,9,,,1976-12-23,V,V9,
38.146,91.007,,13,27.0,6.3,1977-01-01,E,E13,
-2.532,126.582,,6,33.0,6.1,1977-01-01,E,E6,
-10.17,118.987,,6,19.0,6.3,1977-01-02,E,E6,
-3.63,144.447,,11,33.0,6.6,1977-01-06,E,E11,
-1.52,29.25,1,9,,,1977-01-10,V,V9,
12.3,-61.64,0,14,,,1977-01-14,V,V14,
-24.848,-68.674,,3,33.0,6.3,1977-01-17,E,E3,
-41.731,174.25,,11,50.0,6.0,1977-01-18,E,E11,
-16.25,168.12,2,11,,,1977-01-20,V,V11,
-39.42,-71.93,1,3,,,1977-01-26,V,V3,
40.04,70.852,,13,20.0,6.1,1977-01-31,E,E13,
-24.689,-63.362,,3,549.0,6.0,1977-02-04,E,E3,
-66.448,-82.584,,3,33.0,6.2,1977-02-05,E,E3,
-60.933,-23.09,,3,33.0,6.3,1977-02-10,E,E3,
0.496,125.983,,6,33.0,6.1,1977-02-16,E,E6,
33.071,140.817,,7,42.0,6.0,1977-02-18,E,E7,
-41.367,80.643,,2,33.0,6.0,1977-02-19,E,E2,
53.566,170.032,,7,33.0,6.7,1977-02-19,E,E7,
-9.02,157.95,1,11,,,1977-02-22,V,V11,
6.772,123.74,,6,52.0,6.1,1977-03-02,E,E6,
14.473,-90.88,1,14,,,1977-03-03,V,V14,
9.979,-83.852,1,14,,,1977-03-03,V,V14,
45.772,26.761,,9,94.0,6.4,1977-03-04,E,E9,
52.315,-172.51,1,5,,,1977-03-06,V,V5,
0.451,100.021,,10,22.0,6.0,1977-03-08,E,E10,
16.773,122.327,,8,37.0,7.0,1977-03-18,E,E8,
44.2,148.196,,7,70.0,6.0,1977-03-19,E,E7,
2.32,-76.4,2,14,,,1977-03-19,V,V14,
27.609,56.393,,13,29.0,6.9,1977-03-21,E,E13,
-14.427,-177.957,,11,2.0,6.0,1977-03-23,E,E11,
-14.466,-177.949,,11,33.0,6.3,1977-03-23,E,E11,
-0.37,-91.55,1,14,,,1977-03-23,V,V14,
-21.244,55.708,0,2,,,1977-03-24,V,V2,
55.972,160.595,3,7,,,1977-03-25,V,V7,
52.295,-168.257,,5,38.0,6.0,1977-03-26,E,E5,
57.832,-156.51,3,5,,,1977-03-30,V,V5,
27.545,56.329,,13,29.0,6.2,1977-04-01,E,E13,
-25.887,-177.188,0,11,,,1977-04-01,V,V11,
-16.696,-172.095,,11,33.0,7.6,1977-04-02,E,E11,
7.301,-34.857,,14,33.0,6.0,1977-04-04,E,E14,
11.538,-85.622,2,14,,,1977-04-04,V,V14,
-11.75,43.38,1,2,,,1977-04-05,V,V2,
32.884,131.104,2,8,,,1977-04-11,V,V8,
-14.27,167.5,2,11,,,1977-04-13,V,V11,
-9.828,160.323,,11,33.0,6.7,1977-04-20,E,E11,
-9.89,160.348,,11,19.0,7.5,1977-04-20,E,E11,
-9.844,160.822,,11,33.0,7.5,1977-04-20,E,E11,
26.861,142.44,,1,33.0,6.2,1977-04-21,E,E1,
-9.965,160.731,,11,33.0,7.5,1977-04-21,E,E11,
-10.245,160.728,,11,33.0,6.0,1977-04-21,E,E11,
-9.673,160.132,,11,33.0,6.1,1977-04-21,E,E11,
-10.168,160.657,,11,51.0,6.0,1977-04-22,E,E11,
65.75,-16.25,1,9,,,1977-04-27,V,V9,
10.2,-84.233,1,14,,,1977-05-01,V,V14,
52.428,-169.707,,5,33.0,6.0,1977-05-30,E,E5,
-8.119,114.056,2,6,,,1977-06-09,V,V6,
-14.12,-14.433,,3,33.0,6.0,1977-06-14,E,E3,
-22.878,-175.9,,11,65.0,6.8,1977-06-22,E,E11,
22.615,-45.111,,14,33.0,6.0,1977-06-28,E,E14,
-7.599,127.654,,6,58.0,6.0,1977-06-29,E,E6,
-39.157,175.632,1,11,,,1977-07-04,V,V11,
-56.115,-27.558,,3,122.0,6.1,1977-07-10,E,E3,
-39.28,175.57,2,11,,,1977-07-16,V,V11,
-9.02,157.95,1,11,,,1977-07-17,V,V11,
-53.863,158.602,,11,33.0,6.7,1977-07-21,E,E11,
16.882,122.361,,8,33.0,6.9,1977-07-21,E,E8,
-33.797,-179.72,,11,31.0,6.0,1977-07-22,E,E11,
-15.339,-173.152,,11,33.0,6.2,1977-07-24,E,E11,
-8.031,155.538,,11,33.0,7.2,1977-07-29,E,E11,
56.056,160.642,3,7,,,1977-08-02,V,V7,
-56.013,-27.788,,3,112.0,6.1,1977-08-04,E,E3,
42.544,140.839,3,7,,,1977-08-07,V,V7,
-17.564,-174.37,,11,57.0,6.3,1977-08-11,E,E11,
-16.25,168.12,2,11,,,1977-08-16,V,V11,
-11.145,118.388,,6,33.0,6.1,1977-08-19,E,E6,
-10.566,118.386,,6,33.0,6.1,1977-08-19,E,E6,
-11.085,118.464,,6,33.0,7.9,1977-08-19,E,E6,
-11.039,119.135,,6,33.0,6.1,1977-08-20,E,E6,
-11.099,118.24,,6,33.0,6.0,1977-08-20,E,E6,
-10.443,119.072,,6,33.0,6.1,1977-08-25,E,E6,
-10.743,119.268,,6,33.0,6.1,1977-08-25,E,E6,
-59.426,-20.508,,3,33.0,7.1,1977-08-26,E,E3,
-8.063,125.3,,6,25.0,6.8,1977-08-27,E,E6,
17.441,119.869,,8,12.0,6.2,1977-08-29,E,E8,
7.335,-76.298,,14,33.0,6.4,1977-08-31,E,E14,
-11.04,119.149,,6,33.0,6.0,1977-09-02,E,E6,
-13.682,166.706,,11,33.0,6.5,1977-09-04,E,E11,
51.144,177.954,,5,8.0,6.6,1977-09-04,E,E5,
51.096,178.265,,5,31.0,6.4,1977-09-04,E,E5,
51.207,178.388,,5,34.0,6.4,1977-09-04,E,E5,
35.048,23.029,,9,33.0,6.0,1977-09-11,E,E9,
14.473,-90.88,2,14,,,1977-09-11,V,V14,
-15.454,-173.289,,11,33.0,6.0,1977-09-13,E,E11,
19.421,-155.287,0,5,,,1977-09-13,V,V5,
11.772,143.127,,1,33.0,6.1,1977-09-17,E,E1,
-11.206,118.217,,6,33.0,6.0,1977-09-23,E,E6,
14.002,120.993,2,8,,,1977-10-03,V,V8,
-9.952,117.319,,6,33.0,6.3,1977-10-07,E,E6,
-25.856,-175.406,,11,33.0,7.2,1977-10-10,E,E11,
12.702,-87.004,2,14,,,1977-10-16,V,V14,
-27.914,173.084,,11,33.0,6.7,1977-10-17,E,E11,
-25.887,-177.188,0,11,,,1977-10-17,V,V11,
-27.952,-62.972,,3,614.0,6.1,1977-10-22,E,E3,
-21.244,55.708,1,2,,,1977-10-24,V,V2,
-11.437,118.225,,6,33.0,6.3,1977-10-31,E,E6,
51.659,-175.952,,5,33.0,6.7,1977-11-04,E,E5,
12.3,-61.64,0,14,,,1977-11-11,V,V14,
1.352,124.865,0,6,,,1977-11-16,V,V6,
32.693,88.388,,13,33.0,6.5,1977-11-18,E,E13,
-31.028,-67.767,,3,13.0,7.4,1977-11-23,E,E3,
-31.178,-66.957,,3,33.0,6.0,1977-11-23,E,E3,
-31.471,-67.628,,3,33.0,6.0,1977-11-24,E,E3,
-31.615,-67.573,,3,23.0,6.3,1977-11-24,E,E3,
-21.894,-138.959,,4,0.0,6.0,1977-11-24,E,E4,
19.514,-103.62,1,0,,,1977-12-01,V,V0,
-23.89,-176.077,,11,56.0,6.2,1977-12-04,E,E11,
37.735,140.244,1,7,,,1977-12-07,V,V7,
-24.152,-175.602,,11,33.0,6.1,1977-12-08,E,E11,
-28.98,-140.25,0,4,,,1977-12-10,V,V4,
17.359,-54.848,,14,33.0,6.4,1977-12-13,E,E14,
10.2,-84.233,2,14,,,1977-12-18,V,V14,
25.51,143.112,,1,33.0,6.8,1977-12-21,E,E1,
39.068,143.047,,7,41.0,6.0,1977-12-23,E,E7,
16.659,40.278,,13,33.0,6.6,1977-12-28,E,E13,
-8.119,114.056,1,6,,,1978-01-01,V,V6,
18.793,121.895,,8,33.0,6.0,1978-01-06,E,E8,
19.077,122.202,2,8,,,1978-01-06,V,V8,
44.689,149.699,,7,52.0,6.0,1978-01-13,E,E7,
-30.115,-177.489,,11,44.0,6.3,1978-01-14,E,E11,
34.809,139.259,,7,14.0,6.6,1978-01-14,E,E7,
-30.209,-177.554,,11,17.0,6.1,1978-01-15,E,E11,
-5.339,151.676,,11,44.0,6.4,1978-01-25,E,E11,
-25.924,-177.301,,11,102.0,6.0,1978-01-28,E,E11,
-25.887,-177.188,0,11,,,1978-02-01,V,V11,
54.518,-164.65,3,5,,,1978-02-04,V,V5,
54.756,-163.97,2,5,,,1978-02-08,V,V5,
-30.683,-177.358,,11,33.0,7.2,1978-02-09,E,E11,
-30.074,-177.332,,11,33.0,6.2,1978-02-10,E,E11,
-30.653,-177.544,,11,33.0,6.0,1978-02-10,E,E11,
-30.414,-177.119,,11,33.0,6.6,1978-02-11,E,E11,
5.734,-32.904,,14,33.0,6.1,1978-02-11,E,E14,
38.785,141.949,,7,60.0,6.1,1978-02-20,E,E7,
-4.844,125.412,,6,510.0,6.3,1978-02-21,E,E6,
2.78,125.4,1,6,,,1978-02-22,V,V6,
-38.12,176.5,1,11,,,1978-02-23,V,V11,
-15.288,-173.517,,11,33.0,6.2,1978-03-03,E,E11,
55.098,164.757,,7,33.0,6.2,1978-03-03,E,E7,
-4.656,153.101,,11,78.0,6.2,1978-03-04,E,E11,
-21.894,-174.854,,11,33.0,6.3,1978-03-04,E,E11,
31.962,137.61,,7,442.0,6.0,1978-03-07,E,E7,
32.005,137.609,,7,439.0,6.9,1978-03-07,E,E7,
13.257,123.685,2,8,,,1978-03-07,V,V8,
26.42,140.563,,1,263.0,6.1,1978-03-15,E,E1,
17.026,-99.735,,0,36.0,6.4,1978-03-19,E,E0,
44.14,149.029,,7,33.0,6.6,1978-03-22,E,E7,
44.026,149.002,,7,33.0,6.7,1978-03-22,E,E7,
44.343,149.737,,7,33.0,6.8,1978-03-23,E,E7,
43.855,148.939,,7,33.0,6.4,1978-03-23,E,E7,
44.209,148.971,,7,46.0,6.8,1978-03-23,E,E7,
44.932,148.439,,7,33.0,7.5,1978-03-23,E,E7,
44.376,149.58,,7,50.0,6.0,1978-03-23,E,E7,
42.839,78.606,,13,33.0,7.1,1978-03-24,E,E13,
29.801,-67.4,,14,20.0,6.1,1978-03-24,E,E14,
44.244,148.862,,7,33.0,7.6,1978-03-24,E,E7,
11.538,-85.622,2,14,,,1978-03-30,V,V14,
-4.852,133.918,,6,33.0,6.2,1978-04-03,E,E6,
33.033,82.285,,13,27.0,6.0,1978-04-04,E,E13,
10.035,-77.954,,14,35.0,6.1,1978-04-04,E,E14,
-11.36,116.685,,6,33.0,6.7,1978-04-10,E,E6,
56.38,-152.26,,5,38.0,6.7,1978-04-12,E,E5,
5.142,127.41,,6,128.0,6.0,1978-04-18,E,E6,
-9.849,160.45,,11,46.0,6.2,1978-04-29,E,E11,
37.734,15.004,2,9,,,1978-04-29,V,V9,
-5.05,151.33,3,11,,,1978-05-07,V,V11,
-14.521,167.319,,11,160.0,6.7,1978-05-13,E,E11,
42.688,141.38,1,7,,,1978-05-14,V,V7,
31.055,130.135,,8,161.0,6.3,1978-05-23,E,E8,
51.232,-179.213,,5,25.0,6.7,1978-05-24,E,E5,
24.274,142.661,,1,33.0,6.8,1978-05-26,E,E1,
-44.855,-79.413,,3,33.0,6.0,1978-05-29,E,E3,
-49.02,-73.55,1,3,,,1978-06-01,V,V3,
-57.096,-140.888,,4,33.0,6.0,1978-06-03,E,E4,
40.381,63.619,,13,33.0,6.0,1978-06-04,E,E13,
-15.262,-173.559,,11,33.0,6.2,1978-06-11,E,E11,
49.262,-129.502,,5,10.0,6.1,1978-06-11,E,E5,
38.19,142.028,,7,44.0,7.7,1978-06-12,E,E7,
8.249,122.403,,6,24.0,6.9,1978-06-14,E,E6,
38.319,142.364,,7,40.0,6.3,1978-06-14,E,E7,
7.861,126.321,,6,139.0,6.0,1978-06-16,E,E6,
-17.098,-172.264,,11,33.0,7.0,1978-06-17,E,E11,
40.739,23.229,,9,3.0,6.4,1978-06-20,E,E9,
-9.02,157.95,2,11,,,1978-06-21,V,V11,
-5.06,102.356,,10,33.0,6.4,1978-06-24,E,E10,
10.412,123.132,2,6,,,1978-06-27,V,V6,
-15.328,-175.489,,11,25.0,6.4,1978-07-02,E,E11,
-6.102,105.423,1,10,,,1978-07-10,V,V10,
-14.893,-175.822,,11,292.0,6.0,1978-07-17,E,E11,
44.353,146.252,2,7,,,1978-07-20,V,V7,
-4.189,152.842,,11,43.0,6.0,1978-07-22,E,E11,
22.282,121.512,,8,17.0,7.4,1978-07-23,E,E8,
-20.67,172.503,,11,37.0,6.1,1978-07-24,E,E11,
12.77,124.05,2,6,,,1978-07-29,V,V6,
-26.513,-70.544,,3,58.0,6.3,1978-08-03,E,E3,
-0.167,131.797,,6,33.0,6.1,1978-08-03,E,E6,
-3.598,151.012,,11,33.0,6.1,1978-08-05,E,E11,
-0.37,-91.55,2,14,,,1978-08-08,V,V14,
-35.863,-17.648,,3,10.0,6.0,1978-08-10,E,E3,
-30.529,-178.182,,11,33.0,6.4,1978-08-15,E,E11,
-47.669,32.54,,2,10.0,6.2,1978-08-21,E,E2,
10.204,-85.222,,14,56.0,7.0,1978-08-23,E,E14,
-7.451,156.599,,11,33.0,6.2,1978-09-01,E,E11,
24.896,121.985,,8,109.0,6.1,1978-09-02,E,E8,
-13.316,167.137,,11,198.0,6.0,1978-09-06,E,E11,
-20.143,168.705,,11,36.0,6.0,1978-09-06,E,E11,
55.972,160.595,2,7,,,1978-09-08,V,V7,
49.898,78.925,,13,0.0,6.0,1978-09-15,E,E13,
48.254,154.276,,7,44.0,6.0,1978-09-15,E,E7,
33.386,57.434,,13,33.0,7.4,1978-09-16,E,E13,
10.2,-84.233,1,14,,,1978-09-22,V,V14,
-13.919,167.209,,11,201.0,6.3,1978-09-23,E,E11,
54.134,-165.986,2,5,,,1978-09-25,V,V5,
39.349,72.615,,13,40.0,6.8,1978-11-01,E,E13,
-11.178,162.085,,11,33.0,6.0,1978-11-04,E,E11,
-11.23,162.176,,11,33.0,6.9,1978-11-04,E,E11,
37.674,48.901,,13,34.0,6.1,1978-11-04,E,E13,
-11.132,162.136,,11,33.0,7.1,1978-11-05,E,E11,
-10.996,162.221,,11,33.0,6.1,1978-11-07,E,E11,
11.58,42.47,1,13,,,1978-11-07,V,V13,
-16.507,168.346,2,11,,,1978-11-22,V,V11,
16.01,-96.591,,0,18.0,7.7,1978-11-29,E,E0,
-10.155,161.397,,11,93.0,6.0,1978-12-01,E,E11,
44.592,146.581,,7,91.0,6.7,1978-12-06,E,E7,
24.751,141.289,1,1,,,1978-12-11,V,V1,
7.33,123.492,,6,33.0,6.9,1978-12-12,E,E6,
42.688,141.38,1,7,,,1978-12-12,V,V7,
32.139,49.646,,13,33.0,6.2,1978-12-14,E,E13,
0.536,126.022,,6,60.0,6.0,1978-12-14,E,E6,
-54.476,2.073,,2,10.0,6.5,1978-12-18,E,E2,
-11.206,162.579,,11,30.0,6.3,1978-12-21,E,E11,
23.247,122.075,,8,33.0,7.0,1978-12-23,E,E8,
10.366,-103.865,,0,10.0,6.5,1978-12-25,E,E0,
-4.08,101.252,,10,32.0,6.2,1979-01-11,E,E10,
-4.649,145.964,2,11,,,1979-01-12,V,V11,
33.897,59.472,,13,33.0,6.7,1979-01-16,E,E13,
-45.56,96.184,,2,10.0,6.1,1979-01-16,E,E2,
47.883,48.128,,13,0.0,6.0,1979-01-17,E,E13,
-29.937,-177.455,,11,14.0,6.4,1979-01-25,E,E11,
17.413,-100.877,,0,41.0,6.6,1979-01-26,E,E0,
-16.25,168.12,2,11,,,1979-01-26,V,V11,
-18.544,168.207,,11,25.0,6.3,1979-01-27,E,E11,
54.768,-161.25,,5,17.0,6.0,1979-01-27,E,E5,
-0.92,-91.408,2,14,,,1979-01-29,V,V14,
-25.887,-177.188,1,11,,,1979-02-01,V,V11,
54.756,-163.97,2,5,,,1979-02-01,V,V5,
5.21,127.295,,6,129.0,6.2,1979-02-07,E,E6,
5.987,125.919,,6,142.0,6.1,1979-02-11,E,E6,
